id,bangla_question,english_question
2597,একটি বস্তুর ভর 45 kg এবং বেগ 35 m/s হলে ভরবেগ কত?,What is the momentum of an object with mass 45 kg and velocity 35 m/s?
2598,একটি দ্বিঘাত সমীকরণ 2x² + -18x + 0 = 0 এর বাস্তব মূল নির্ণয় করো এবং মূলদ্বয়ের সমষ্টি ও গুণফল যাচাই করো।,Find the real roots of the quadratic equation 2x² + -18x + 0 = 0 and verify the sum and product of the roots.
2599,30°C তাপমাত্রা এবং 80% আর্দ্রতায় উদ্ভিদের বৃদ্ধি কীভাবে প্রভাবিত হয়?,How is plant growth affected at 30°C temperature and 80% humidity?
2600,একটি ব্যাংকে 149765 টাকা 5 বছরের জন্য বার্ষিক 14% হারে সরল সুদ ও বছরে 4 বার চক্রবৃদ্ধি সুদে জমা দেওয়া হলো। (ক) সরল সুদের মোট টাকা কত? (খ) চক্রবৃদ্ধি সুদের মোট টাকা কত? (গ) পার্থক্য কত টাকা? (ঘ) কোন পদ্ধতিতে বেশি লাভ এবং কেন?,An amount of 149765 taka is deposited in a bank for 5 years at an annual rate of 14% for both simple interest and compound interest compounded 4 times per year. (a) What is the total amount with simple interest? (b) What is the total amount with compound interest? (c) What is the difference in taka? (d) Which method gives more profit and why?
2601,একটি 17 Ω রোধের মধ্য দিয়ে 21 V বিভবে কত তড়িৎ প্রবাহিত হবে এবং কত শক্তি ক্ষয় হবে?,How much current will flow through a resistor of 17 Ω at 21 V potential and how much power will be dissipated?
2602,94 g NaOH এবং 73 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 90% ফলন পেলে প্রকৃত ফলন কত?,94 g NaOH and 73 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 90% yield is obtained?
2603,একটি সমকোণী ত্রিভুজের ভূমি 10 cm এবং লম্ব 9 cm। কর্ণের দৈর্ঘ্য এবং ক্ষেত্রফল নির্ণয় করো।,A right triangle has base 10 cm and height 9 cm. Determine the length of hypotenuse and area.
2604,L দৈর্ঘ্যের এক মুখ খোলা নলে উৎপন্ন শব্দের বেগ v হলে উহার দ্বিতীয় উপসুরের কম্পাঙ্ক হবে-,If the velocity of sound produced in a pipe of length L open at one end is v; its second overtone frequency will be-
2605,একটি দ্বিঘাত সমীকরণ 1x² + -25x + 156 = 0 এর বাস্তব মূল নির্ণয় করো এবং মূলদ্বয়ের সমষ্টি ও গুণফল যাচাই করো।,Find the real roots of the quadratic equation 1x² + -25x + 156 = 0 and verify the sum and product of the roots.
2606,একটি বস্তু 40 m/s বেগে চলছে। 3 m/s² মন্দনে কত সময়ে থেমে যাবে?,An object is moving at 40 m/s velocity. In how much time will it stop with a deceleration of 3 m/s²?
2607,একটি ইন্ডাকটরে ৪ H প্রতিবাদকতা এবং ১০০ Hz ফ্রিকোয়েন্সি। রিয়াকট্যান্স কত?,An inductor has an inductance of 4 H and a frequency of 100 Hz. What is the reactance?
2608,একটি আবেশকের স্বকীয় আবেশ গুণাঙ্ক 10 হেনরি৷ এর মধ্য 6×10-2 সেকেন্ড তড়িৎ প্রবাহমাত্রা 10A হতে হ্রাস পেয়ে 7A মাত্রায় নেমে আসলে আবিষ্ট তড়িচ্চালক শক্তির মান কত?,The self-inductance of an inductor is 10 Henry; If the current through it decreases from 10A to 7A in 6×10-2 seconds; what is the value of the induced electromotive force?
2609,একটি গাড়ি ২৭০ সেকেন্ডে ৫৪০ মিটার দূরত্ব অতিক্রম করে। গড় বেগ কত?,A car covers a distance of 540 meters in 270 seconds; What is the average velocity?
2610,একটি রাসায়নিক বিক্রিয়ায় 86 g Al এবং 84 g Br₂ বিক্রিয়া করে। (ক) লিমিটিং রিঅ্যাক্ট্যান্ট কোনটি? (খ) আদর্শ ফলন কত গ্রাম? (গ) 93% ফলন পেলে প্রকৃত ফলন কত? (ঘ) অতিরিক্ত রিঅ্যাক্ট্যান্ট কত মোল অবশিষ্ট থাকবে?,"In a chemical reaction, 86 g Al and 84 g Br₂ react. (a) Which is the limiting reactant? (b) What is the theoretical yield in grams? (c) What is the actual yield if 93% yield is obtained? (d) How many moles of excess reactant will remain?"
2611,একটি বন্ধ লুপে তড়িৎ প্রবাহ কী নির্ভর করে?,What does the electric current in a closed loop depend on?
2612,একটি ইলেকট্রনের শক্তি নির্ণয়ের একক কী?,What is the unit for measuring the energy of an electron?
2613,একটি বস্তুর ভর 10 kg এবং বেগ 20 m/s হলে ভরবেগ কত?,What is the momentum of an object with mass 10 kg and velocity 20 m/s?
2614,লন রোলার ঠেলার ক্ষেত্রে কোনটি সঠিক?,Which is correct in the case of pushing a lawn roller?
2615,একটি স্থির থেকে উঁচু স্থান থেকে মুক্তভাবে ছেড়ে দেওয়া হলো। তৃতীয় ও চতুর্থ সেকেন্ডের মধ্যে এটি কত দূরত্ব অতিক্রম করবে?,An object is dropped freely from rest from a high place. How much distance will it cover between the third and fourth second?
2616,একটি গাড়ি ১৮০ সেকেন্ডে ৩৬০ মিটার দূরত্ব অতিক্রম করে। গড় বেগ কত?,A car covers a distance of 360 meters in 180 seconds; What is the average velocity?
2617,কোয়ান্টাম বলবিজ্ঞানে অবস্থান ও ভরবেগ একসাথে নির্ভুলভাবে নির্ধারণ করা যায় না—এ নীতিটি কার?,In quantum mechanics; the principle that position and momentum cannot be determined accurately at the same time—whose principle is this?
